name,currency,TER,ISIN,url
UBS (Lux) Bond SICAV - Short Duration High Yield Sustainable (USD) P-acc,USD,1.32,LU0577855355,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/36454
UBS (Lux) Bond SICAV - Short Duration High Yield Sustainable (USD) (CHF hedged) P-acc,CHF,1.37,LU0577855785,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/36456
UBS (Lux) Bond SICAV - Short Duration High Yield Sustainable (USD) (EUR hedged) P-acc,EUR,1.38,LU0577855942,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/36455
UBS (Lux) Equity SICAV - USA Growth (USD) (CHF hedged) P-acc,CHF,2.16,LU0592661101,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/19114
UBS (Lux) Equity SICAV - Global High Dividend Sustainable (USD) P-acc,USD,1.57,LU0611173427,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/37106
UBS (Lux) Equity SICAV - Global High Dividend Sustainable (USD) (EUR hedged) P-acc,EUR,1.62,LU0611173930,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/37107
UBS (Lux) Equity SICAV - Global High Dividend Sustainable (USD) (CHF hedged) P-dist,CHF,1.62,LU0626901861,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/37108
UBS (Lux) Bond SICAV - Asian High Yield (USD) (EUR hedged) P-acc,EUR,1.52,LU0626907397,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/570
UBS (Lux) Bond SICAV - Asian High Yield (USD) (CHF hedged) P-acc,CHF,1.52,LU0626907470,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/569
UBS (Lux) Bond SICAV - Global Short Term Flexible (USD) P-dist,USD,0.89,LU0659904402,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/1074
UBS (Lux) Bond SICAV - Global Short Term Flexible (USD) P-acc,USD,0.89,LU0659916679,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/1075
UBS (Lux) Key Selection SICAV - Global Allocation (EUR) (GBP hedged) P-acc,GBP,2.15,LU0678606244,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/19641
UBS (Lux) Bond SICAV - Global Short Term Flexible (USD) (EUR hedged) P-acc,EUR,0.94,LU0706127809,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/1076
UBS (Lux) Equity SICAV - European Opportunity Unconstrained (EUR) P-acc,EUR,2.11,LU0723564463,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/35639
UBS (Lux) Bond SICAV - Asian High Yield (USD) P-dist,USD,1.47,LU0725271786,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/565
UBS (Lux) Bond SICAV - Global Short Term Flexible (USD) (CHF hedged) P-acc,CHF,0.93,LU0726085425,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/1079
UBS (Lux) Equity SICAV - Asian Smaller Companies (USD) P-acc,USD,1.99,LU0746413003,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/2556
UBS (Lux) Equity Fund - Emerging Markets Sustainable Leaders (USD) (CHF hedged) P-acc,CHF,2.05,LU0763732723,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/13010
UBS (Lux) Equity Fund - Greater China (USD) (CHF hedged) P-acc,CHF,2.45,LU0763739066,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/12762
UBS (Lux) Equity Fund - Greater China (USD) (EUR hedged) P-acc,EUR,2.45,LU0763739140,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/12763
UBS (Lux) Equity SICAV - German High Dividend Sustainable (EUR) P-acc,EUR,1.87,LU0775052292,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/2883
UBS (Lux) Equity SICAV - German High Dividend Sustainable (EUR) P-dist,EUR,1.87,LU0775052615,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/2884
UBS (Lux) Equity SICAV - German High Dividend Sustainable (EUR) (CHF hedged) P-acc,CHF,1.92,LU0775053266,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/2882
UBS (Lux) Bond SICAV - Emerging Economies Local Currency Bond (USD) P-acc,USD,1.56,LU0775387714,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/2863
UBS (Lux) Bond SICAV - Emerging Economies Local Currency Bond (USD) P-dist,USD,1.57,LU0775387805,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/2864
UBS (Lux) Bond Fund - Convert Europe (EUR) (CHF hedged) P-acc,CHF,1.92,LU0776290768,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/12603
UBS (Lux) Bond Fund - Euro High Yield (EUR) (CHF hedged) P-acc,CHF,1.38,LU0776290842,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/12614
UBS (Lux) Bond SICAV - EUR Corporates Sustainable (EUR) (CHF hedged) P-acc,CHF,1.26,LU0776291147,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/14636
UBS (Lux) Bond SICAV - USD Corporates (USD) (CHF hedged) P-acc,CHF,1.26,LU0776291220,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/15303
UBS (Lux) Emerging Economies Fund - Global Bonds (USD) (CHF hedged) P-acc,CHF,1.73,LU0776291576,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/12687
UBS (Lux) Equity Fund - Mid Caps USA (USD) (CHF hedged) P-acc,CHF,1.91,LU0781589055,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/12787
UBS (Lux) Equity SICAV - German High Dividend Sustainable (EUR) (CHF hedged) P-dist,CHF,1.92,LU0797316337,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/2886
UBS (Lux) Equity Fund - Tech Opportunity (USD) (EUR hedged) P-acc,EUR,2.15,LU0804734787,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/12799
UBS (Lux) Equity SICAV - European High Dividend Sustainable (EUR) (CHF hedged) P-dist,CHF,1.62,LU0826316233,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/35755
UBS (Lux) Key Selection SICAV - Dynamic Alpha (USD) (CHF hedged) P-acc,CHF,2.04,LU0849400626,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/21826
UBS (Lux) Equity Fund - Tech Opportunity (USD) (CHF hedged) P-acc,CHF,2.15,LU0855184452,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/12800
UBS (Lux) Equity SICAV - US Total Yield Sustainable (USD) P-acc,USD,1.57,LU0868494617,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/4505
UBS (Lux) Equity SICAV - US Total Yield Sustainable (USD) P-dist,USD,1.57,LU0868494708,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/4506
UBS (Lux) Equity SICAV - US Total Yield Sustainable (USD) (CHF hedged) P-acc,CHF,1.62,LU0868494880,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/4507
UBS (Lux) Equity SICAV - US Total Yield Sustainable (USD) (CHF hedged) P-dist,CHF,1.62,LU0868494963,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/4508
UBS (Lux) Equity SICAV - US Total Yield Sustainable (USD) (EUR hedged) P-acc,EUR,1.62,LU0868495002,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/4509
UBS (Lux) Equity SICAV - US Total Yield Sustainable (USD) (EUR hedged) P-dist,EUR,1.62,LU0868495184,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/4510
UBS (Lux) Key Selection SICAV - Asia Allocation Opportunity (USD) P-dist,USD,2.03,LU0878005478,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/4638
UBS (Lux) Key Selection SICAV - Asia Allocation Opportunity (USD) P-acc,USD,2.03,LU0878005551,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/4637
UBS (Lux) Key Selection SICAV - Asia Allocation Opportunity (USD) (EUR hedged) P-dist,EUR,2.07,LU0878005809,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/4640
UBS (Lux) Bond SICAV - Global Dynamic (USD) P-acc,USD,1.47,LU0891671751,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/5437
UBS (Lux) Bond SICAV - Global Dynamic (USD) (EUR hedged) P-acc,EUR,1.52,LU0891672056,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/5442
UBS (Lux) Bond SICAV - Global Dynamic (USD) (CHF hedged) P-acc,CHF,1.51,LU0891672213,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/5440
UBS (Lux) Bond SICAV - Global Dynamic (USD) (CHF hedged) P-dist,CHF,1.52,LU0891672304,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/5441
UBS (Lux) Bond SICAV - Emerging Economies Corporates (USD) P-acc,USD,1.87,LU0896022034,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/4752
UBS (Lux) Bond SICAV - Emerging Economies Corporates (USD) (EUR hedged) P-acc,EUR,1.92,LU0896022620,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/4750
UBS (Lux) Equity Fund - European Opportunity Sustainable (EUR) (USD hedged) P-acc,USD,1.88,LU0964806797,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/12749
UBS (Lux) Key Selection SICAV - Asian Global Strategy Balanced (USD) P-acc,USD,2.13,LU0974636200,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/6385
UBS (Lux) Key Selection SICAV - Asian Global Strategy Balanced (USD) P-dist,USD,2.14,LU0974636382,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/6386
UBS (Lux) Equity SICAV - European Opportunity Unconstrained (EUR) (USD hedged) P-acc,USD,2.16,LU0975313742,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/35643
UBS (Lux) Strategy SICAV - Income Sustainable (CHF) P-dist,CHF,1.38,LU0994669108,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/6694
UBS (Lux) Strategy SICAV - Income Sustainable (EUR) P-dist,EUR,1.38,LU0994669793,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/6698
UBS (Lux) Strategy SICAV - Income Sustainable (USD) P-dist,USD,1.37,LU0994670023,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/6696
UBS (Lux) Strategy SICAV - Income Sustainable (CHF) P-acc,CHF,1.37,LU0994951381,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/6693
UBS (Lux) Strategy SICAV - Income Sustainable (EUR) P-acc,EUR,1.38,LU0994951464,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/6697
UBS (Lux) Strategy SICAV - Income Sustainable (USD) P-acc,USD,1.38,LU0994951548,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/6695
UBS (Lux) Equity SICAV - Global Income Sustainable (USD) P-acc,USD,1.81,LU1013383713,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/6915
UBS (Lux) Equity SICAV - Global Income Sustainable (USD) P-dist,USD,1.81,LU1013383804,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/6916
UBS (Lux) Equity SICAV - Global Income Sustainable (USD) (EUR hedged) P-acc,EUR,1.86,LU1013383986,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/6917
UBS (Lux) Equity SICAV - Global Income Sustainable (USD) (CHF hedged) P-acc,CHF,1.86,LU1013384109,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/6919
UBS (Lux) Equity SICAV - Global Income Sustainable (USD) (CHF hedged) P-dist,CHF,1.86,LU1013384281,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/6920
UBS (Lux) Equity SICAV - European Opportunity Unconstrained (EUR) (CHF hedged) P-acc,CHF,2.16,LU1031038273,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/35651
UBS (Lux) Equity SICAV - European Opportunity Unconstrained (EUR) (SEK) P-acc,SEK,2.11,LU1036032347,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/35652
UBS (Lux) Key Selection SICAV - European Growth and Income (EUR) P-acc,EUR,1.88,LU1038902331,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/7129
UBS (Lux) Key Selection SICAV - European Growth and Income (EUR) (USD hedged) P-acc,USD,1.93,LU1038902505,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/7133
UBS (Lux) Strategy SICAV - Xtra Yield (EUR) P-acc,EUR,1.96,LU1059709862,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/40894
UBS (Lux) Strategy SICAV - Xtra Yield (EUR) P-dist,EUR,1.96,LU1060236970,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/40895
UBS (Lux) Equity SICAV - Euro Countries Income Sustainable (EUR) P-acc,EUR,1.67,LU1121265208,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/49658
UBS (Lux) Equity SICAV - Euro Countries Income Sustainable (EUR) P-dist,EUR,1.67,LU1121265380,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/49659
UBS (Lux) Equity SICAV - Euro Countries Income Sustainable (EUR) (CHF hedged) P-acc,CHF,1.72,LU1121265463,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/49656
UBS (Lux) Equity SICAV - Euro Countries Income Sustainable (EUR) (CHF hedged) P-dist,CHF,1.72,LU1121265547,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/49657
UBS (Lux) Equity SICAV - US Income Sustainable (USD) P-acc,USD,1.67,LU1149724525,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/50513
UBS (Lux) Equity SICAV - US Income Sustainable (USD) P-dist,USD,1.68,LU1149724798,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/50514
UBS (Lux) Equity SICAV - US Income Sustainable (USD) (CHF hedged) P-acc,CHF,1.72,LU1149725092,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/50509
UBS (Lux) Equity SICAV - US Income Sustainable (USD) (CHF hedged) P-dist,CHF,1.73,LU1149725175,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/50510
UBS (Lux) Key Selection SICAV - Global Multi Income (USD) P-acc,USD,1.57,LU1224425600,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/54351
UBS (Lux) Key Selection SICAV - China Allocation Opportunity (USD) P-acc,USD,1.89,LU1226287529,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/55234
UBS (Lux) Equity Fund - China Opportunity (USD) (AUD hedged) P-acc,AUD,2.45,LU1227825731,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/53455
UBS (Lux) Equity SICAV - Global Opportunity Unconstrained (USD) P-acc,USD,2.11,LU1278830929,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/56897
UBS (Lux) Equity SICAV - Global Opportunity Unconstrained (USD) (EUR hedged) P-acc,EUR,2.13,LU1278831497,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/56901
UBS (Lux) Equity SICAV - Long Term Themes (USD) P-acc,USD,1.88,LU1323610961,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/62751
UBS (Lux) Equity SICAV - Long Term Themes (USD) (EUR hedged) P-acc,EUR,1.93,LU1323611001,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/62749
UBS (Lux) Equity SICAV - Long Term Themes (USD) (CHF hedged) P-acc,CHF,1.92,LU1323611183,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/62747
UBS (Lux) Key Selection SICAV - Asia Allocation Opportunity (USD) (CHF hedged) P-acc,CHF,2.08,LU1392922271,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/65469
UBS (Lux) Money Market Fund - USD Sustainable (CAD hedged) P-acc,CAD,0.19,LU1397021822,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/66787
UBS (Lux) Strategy Fund - Growth Sustainable (USD) (JPY hedged) P-acc,JPY,1.99,LU1410364837,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/65803
UBS (Lux) Key Selection SICAV - Global Multi Income (USD) (EUR hedged) P-acc,EUR,1.62,LU1450629776,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/94361
UBS (Lux) Key Selection SICAV - Global Multi Income (USD) (CHF hedged) P-acc,CHF,1.62,LU1450632309,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/90047
UBS (Lux) Bond Fund - Global Flexible (CAD hedged) P-acc,CAD,1.27,LU1467572357,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/69291
UBS (Lux) Bond Fund - Global Flexible (CAD hedged) P-dist,CAD,1.27,LU1467578123,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/69294
UBS (Lux) Strategy SICAV - Systematic Allocation Portfolio Defensive (USD) P-acc,USD,1.61,LU1599185649,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/79096
UBS (Lux) Strategy SICAV - Systematic Allocation Portfolio Defensive (USD) (CHF hedged) P-acc,CHF,1.66,LU1599186027,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/79103
UBS (Lux) Strategy SICAV - Systematic Allocation Portfolio Defensive (USD) (EUR hedged) P-acc,EUR,1.66,LU1599186530,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/79100
UBS (Lux) Strategy SICAV - Systematic Allocation Portfolio Medium (USD) P-acc,USD,1.76,LU1599186969,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/79032
UBS (Lux) Strategy SICAV - Systematic Allocation Portfolio Medium (USD) (CHF hedged) P-acc,CHF,1.81,LU1599187264,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/79034
UBS (Lux) Strategy SICAV - Systematic Allocation Portfolio Medium (USD) (EUR hedged) P-acc,EUR,1.81,LU1599187421,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/79036
UBS (Lux) Strategy SICAV - Systematic Allocation Portfolio Dynamic (USD) P-acc,USD,1.9,LU1599187934,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/79105
UBS (Lux) Strategy SICAV - Systematic Allocation Portfolio Dynamic (USD) (CHF hedged) P-acc,CHF,1.95,LU1599188239,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/79111
UBS (Lux) Strategy SICAV - Systematic Allocation Portfolio Dynamic (USD) (EUR hedged) P-acc,EUR,1.95,LU1599188403,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/79110
UBS (Lux) Equity SICAV - Global Emerging Markets Opportunity (USD) (EUR hedged) P-acc,EUR,2.04,LU1676115329,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/87238
UBS (Lux) Bond SICAV - Floating Rate Income (USD) (CHF hedged) P-acc,CHF,1.41,LU1679114808,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/88429
UBS (Lux) Equity SICAV - Global Impact (USD) P-acc,USD,1.58,LU1679116845,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/85649
UBS (Lux) Equity SICAV - Global Impact (USD) (EUR hedged) P-acc,EUR,1.62,LU1679117579,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/85651
UBS (Lux) Bond SICAV - China Fixed Income (RMB) P-acc,CNY,1.2,LU1717043324,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/92635
UBS (Lux) Bond SICAV - China Fixed Income (RMB) (EUR) P-acc,EUR,1.25,LU1717043837,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/92637
UBS (Lux) Equity SICAV - All China (USD) P-acc,USD,2.23,LU1807302812,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/101291
UBS (Lux) Key Selection SICAV - Global Multi Income (USD) (CHF hedged) P-dist,CHF,1.62,LU1918890374,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/105256
UBS (Lux) Key Selection SICAV - Global Multi Income (USD) (GBP hedged) P-acc,GBP,1.62,LU1918891000,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/106423
UBS (Lux) Equity SICAV - Global Emerging Markets Opportunity (USD) (CHF hedged) P-acc,CHF,2.04,LU1953056766,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/109200
UBS (Lux) Equity SICAV - Global Emerging Markets Opportunity (USD) (CHF hedged) P-dist,CHF,2.04,LU1953056840,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/109201
UBS (Lux) Equity SICAV - All China (USD) (HKD) P-acc,HKD,2.24,LU1960683339,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/108710
UBS (Lux) Bond SICAV - Global Short Term Flexible (USD) (AUD hedged) P-acc,AUD,0.93,LU1991167542,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/110916
UBS (Lux) Bond Fund - Global Flexible (GBP hedged) P-acc,GBP,1.27,LU1991433365,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/111597
UBS (Lux) Bond Fund - Global Flexible (GBP hedged) P-dist,GBP,1.27,LU1991433795,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/111598
UBS (Lux) Equity SICAV - All China (USD) (SGD) P-acc,SGD,2.25,LU1993786604,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/111330
UBS (Lux) Equity Fund - Global Sustainable (USD) (EUR hedged) P-acc,EUR,1.85,LU2000521885,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/111609
UBS (Lux) Equity Fund - China Opportunity (USD) (EUR hedged) P-acc,EUR,2.44,LU2000522420,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/111602
UBS (Lux) Key Selection SICAV - Digital Transformation Dynamic (USD) P-acc,USD,1.81,LU2041032165,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/119926
UBS (Lux) Key Selection SICAV - Digital Transformation Dynamic (USD) (EUR hedged) P-acc,EUR,1.86,LU2041032678,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/119922
UBS (Lux) Key Selection SICAV - Digital Transformation Dynamic (USD) (CHF hedged) P-acc,CHF,1.86,LU2041033056,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/121133
UBS (Lux) Key Selection SICAV - Digital Transformation Themes (USD) P-acc,USD,1.79,LU2054465674,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/126485
UBS (Lux) Key Selection SICAV - Digital Transformation Themes (USD) (EUR hedged) P-acc,EUR,1.83,LU2054466219,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/122952
UBS (Lux) Key Selection SICAV - Digital Transformation Themes (USD) (CHF hedged) P-acc,CHF,1.83,LU2054466649,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/122949
UBS (Lux) Bond Fund - Global Flexible (USD hedged) P-acc,USD,1.27,LU2064451730,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/118124
UBS (Lux) Bond Fund - Global Flexible (USD hedged) P-dist,USD,1.27,LU2064452977,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/118127
UBS (Lux) Bond SICAV - Emerging Economies Local Currency Bond (USD) (EUR hedged) P-acc,EUR,1.61,LU2064626802,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/120527
UBS (Lux) Bond SICAV - Emerging Economies Local Currency Bond (USD) (EUR hedged) P-dist,EUR,1.62,LU2064626984,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/120524
UBS (Lux) Equity SICAV - Global Opportunity Sustainable (USD) P-acc,USD,1.89,LU2108987350,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/122790
UBS (Lux) Money Market SICAV - EUR Sustainable P-dist,EUR,0.09,LU2176608235,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/128962
UBS (Lux) Bond SICAV - Global Short Term Flexible (USD) (EUR hedged) P-dist,EUR,0.92,LU2251373150,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/131270
UBS (Lux) Equity SICAV - Future Leaders Small Caps (USD) P-acc,USD,1.76,LU2364601000,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/145511
UBS (Lux) Equity SICAV - Future Leaders Small Caps (USD) (EUR hedged) P-acc,EUR,1.82,LU2364601265,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/145509
UBS (Lux) Equity SICAV - Future Leaders Small Caps (USD) (CHF hedged) P-acc,CHF,1.82,LU2364601422,https://iwww.swissfunddata.ch/sfdpub/en/funds/show/145507
