"SourceFile","GPSLatitude","GPSLongitude","DateTimeOriginal","country"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_073131.jpg",NA,NA,"2022:06:09 12:40:50",NA
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_073146.jpg",NA,NA,"2022:06:09 12:40:36",NA
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_073304.jpg",41.013106,28.983879,"2022:06:09 12:41:24","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_073322.jpg",NA,NA,"2022:06:09 12:53:41",NA
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_073338.jpg",41.0134779722222,28.9838589722222,"2022:06:09 12:57:18","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_073534.jpg",41.013381,28.983584,"2022:06:09 12:57:48","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_073638.jpg",41.021439,28.986885,"2022:06:09 13:02:29","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_073650.jpg",41.013317,28.977425,"2022:06:09 13:15:09","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_073834.jpg",41.0132249722222,28.984714,"2022:06:09 15:09:07","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_073914.jpg",41.0134699722222,28.9857359722222,"2022:06:09 15:13:44","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_073927.jpg",41.0140659722222,28.9852209722222,"2022:06:09 15:25:32","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_074004.jpg",41.0139989722222,28.9847619722222,"2022:06:09 15:28:25","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_074046.jpg",41.01397,28.984427,"2022:06:09 15:33:06","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_074140.jpg",41.014014,28.9842429722222,"2022:06:09 15:34:42","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_074232.jpg",41.0141849722222,28.984418,"2022:06:09 15:36:46","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_074257.jpg",41.0141709722222,28.9844639722222,"2022:06:09 15:37:32","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_074310.jpg",41.0143079722222,28.9844399722222,"2022:06:09 15:39:45","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_074351.jpg",41.014059,28.984432,"2022:06:09 15:45:21","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_074424.jpg",41.0141769722222,28.984458,"2022:06:09 15:45:57","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_074556.jpg",41.01395,28.984465,"2022:06:09 15:46:35","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_074621.jpg",41.01395,28.9844779722222,"2022:06:09 15:47:49","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_074634.jpg",41.0139169722222,28.98458,"2022:06:09 15:47:57","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_074654.jpg",41.01382,28.984625,"2022:06:09 15:48:18","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_074738.jpg",41.013801,28.984624,"2022:06:09 15:48:06","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_074820.jpg",41.0130529722222,28.984449,"2022:06:09 15:58:14","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_075150.jpg",41.045337,29.0257289722222,"2022:06:09 18:41:57","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_075455.jpg",41.051991,29.0352439722222,"2022:06:09 18:46:02","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_080111.jpg",41.0895849722222,29.0568239722222,"2022:06:09 19:17:05","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_080159.jpg",41.0848599722222,29.0576439722222,"2022:06:09 19:05:38","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_080339.jpg",41.0583219722222,29.050304,"2022:06:09 19:30:01","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_081438.jpg",36.9188079722222,30.800867,"2022:06:17 08:14:39","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_082843.jpg",41.046931,29.044881,"2022:06:09 19:34:10","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_083042.jpg",41.0442639722222,29.040821,"2022:06:09 19:35:49","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_083149.jpg",41.019804,28.972559,"2022:06:09 20:11:23","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_083457.jpg",41.0191599722222,28.972265,"2022:06:09 22:35:00","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_083723.jpg",41.0389679722222,28.9985549722222,"2022:06:10 11:15:51","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_083758.jpg",41.0402399722222,28.999617,"2022:06:10 11:25:09","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_083825.jpg",41.0389049722222,29.0000379722222,"2022:06:10 11:25:22","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_083844.jpg",41.0390889722222,29.0005829722222,"2022:06:10 11:27:05","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_083956.jpg",41.0391779722222,29.0010219722222,"2022:06:10 11:31:18","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_090755.jpg",41.039078,29.0005719722222,"2022:06:10 11:39:15","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_090903.jpg",41.0396199722222,29.0001509722222,"2022:06:10 11:44:11","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_090952.jpg",41.039945,29.001089,"2022:06:10 11:46:08","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_091016.jpg",41.0398119722222,29.000702,"2022:06:10 11:45:22","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_091104.jpg",41.039354,29.0012579722222,"2022:06:10 11:59:36","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_091142.jpg",41.040573,29.001725,"2022:06:10 12:07:59","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_091210.jpg",41.0397729722222,29.0025389722222,"2022:06:10 12:26:09","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_091238.jpg",41.0396509722222,29.0026429722222,"2022:06:10 12:27:17","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_091301.jpg",41.0396569722222,29.0026159722222,"2022:06:10 12:27:56","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_091327.jpg",41.039765,29.002468,"2022:06:10 12:29:03","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_091348.jpg",41.039754,29.002333,"2022:06:10 12:29:43","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_091407.jpg",41.039749,29.002348,"2022:06:10 12:29:56","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_091431.jpg",41.039749,29.002348,"2022:06:10 12:30:01","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_091446.jpg",41.039757,29.0023009722222,"2022:06:10 12:31:29","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_091508.jpg",41.039757,29.0023009722222,"2022:06:10 12:31:34","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_091600.jpg",41.0397669722222,29.002309,"2022:06:10 12:31:48","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_091622.jpg",41.0396199722222,29.00253,"2022:06:10 12:34:30","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_091710.jpg",41.0396369722222,29.0024979722222,"2022:06:10 12:34:55","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_091721.jpg",41.0396369722222,29.0024979722222,"2022:06:10 12:35:02","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_091730.jpg",41.039639,29.0025019722222,"2022:06:10 12:35:09","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_091746.jpg",41.039639,29.0025019722222,"2022:06:10 12:35:18","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_091803.jpg",41.039639,29.0025019722222,"2022:06:10 12:35:24","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_091821.jpg",41.0396369722222,29.002496,"2022:06:10 12:35:33","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_091840.jpg",41.0396369722222,29.002496,"2022:06:10 12:35:43","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_091857.jpg",41.0396399722222,29.0024879722222,"2022:06:10 12:35:57","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_091911.jpg",41.0396399722222,29.0024879722222,"2022:06:10 12:36:01","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_091923.jpg",41.0396509722222,29.002644,"2022:06:10 12:36:07","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_091957.jpg",41.0396349722222,29.002524,"2022:06:10 12:36:56","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_092012.jpg",41.0396309722222,29.002817,"2022:06:10 12:37:18","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_092039.jpg",41.037694,29.003619,"2022:06:10 12:39:43","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_092052.jpg",41.039937,29.003025,"2022:06:10 12:39:57","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_092104.jpg",41.039946,29.0030269722222,"2022:06:10 12:40:14","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_092136.jpg",41.037694,29.003619,"2022:06:10 12:40:47","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_092153.jpg",41.03994,29.0030239722222,"2022:06:10 12:41:40","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_094911.jpg",41.039934,29.003022,"2022:06:10 12:41:52","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_094932.jpg",41.0399389722222,29.0030229722222,"2022:06:10 12:42:00","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_095003.jpg",41.0399389722222,29.0030229722222,"2022:06:10 12:42:14","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_095020.jpg",41.0399389722222,29.0030229722222,"2022:06:10 12:42:17","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_095039.jpg",41.0399299722222,29.003021,"2022:06:10 12:42:31","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_100932.jpg",41.039689,29.002637,"2022:06:10 12:43:07","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_101010.jpg",41.0397609722222,29.0022699722222,"2022:06:10 12:46:38","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_101100.jpg",41.0397999722222,29.0022139722222,"2022:06:10 12:46:23","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_101757.jpg",41.0397609722222,29.0022699722222,"2022:06:10 12:46:45","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_101824.jpg",41.039766,29.0022209722222,"2022:06:10 12:48:12","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_101841.jpg",41.0396229722222,29.0024879722222,"2022:06:10 12:48:40","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_101924.jpg",41.0396319722222,29.0024879722222,"2022:06:10 12:49:00","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_101953.jpg",41.0396319722222,29.0030859722222,"2022:06:10 12:52:17","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_102021.jpg",41.0394909722222,29.00298,"2022:06:10 12:51:31","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_102033.jpg",41.0396829722222,29.003119,"2022:06:10 12:51:21","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_102100.jpg",41.0396489722222,29.0030789722222,"2022:06:10 12:52:23","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_102126.jpg",41.0396539722222,29.0030779722222,"2022:06:10 12:52:35","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_104908.jpg",40.4295979722222,29.71974,"2022:06:10 15:05:39","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_104938.jpg",40.4299979722222,29.723285,"2022:06:10 15:28:28","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_104955.jpg",40.4280029722222,29.723237,"2022:06:10 15:40:37","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_115259.jpg",38.646458,34.831878,"2022:06:17 11:53:01","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_115335.jpg",38.646444,34.8319139722222,"2022:06:17 11:53:36","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_115339.jpg",38.6464459722222,34.831898,"2022:06:17 11:53:40","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_115357.jpg",38.6464009722222,34.8319279722222,"2022:06:17 11:53:59","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_115404.jpg",38.6464059722222,34.8319359722222,"2022:06:17 11:54:05","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_131138.jpg",38.6464119722222,34.8318769722222,"2022:06:17 13:11:40","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_132213.jpg",38.6330579722222,34.8025779722222,"2022:06:17 13:22:16","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_132227.jpg",38.6330549722222,34.8025739722222,"2022:06:17 13:22:28","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_132403.jpg",38.6331679722222,34.8025459722222,"2022:06:17 13:24:04","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_132423.jpg",38.633121,34.8028389722222,"2022:06:17 13:24:25","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_144101.jpg",NA,NA,"2022:06:17 14:41:04",NA
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_144214.jpg",NA,NA,"2022:06:17 14:42:15",NA
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_144537.jpg",NA,NA,"2022:06:17 14:45:39",NA
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_144634.jpg",NA,NA,"2022:06:17 14:46:35",NA
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_144711.jpg",NA,NA,"2022:06:17 14:47:12",NA
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_160442.jpg",38.6360389722222,34.8137979722222,"2022:06:17 16:04:45","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_160449.jpg",38.636043,34.8138179722222,"2022:06:17 16:04:51","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_160539.jpg",38.63606,34.8141469722222,"2022:06:17 16:05:40","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_160644.jpg",38.6364,34.8145329722222,"2022:06:17 16:06:45","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_160853.jpg",38.6367389722222,34.814818,"2022:06:17 16:08:54","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_162932.jpg",38.6555999722222,34.8418089722222,"2022:06:17 16:29:36","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_163017.jpg",38.655642,34.8421769722222,"2022:06:17 16:30:19","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_163048.jpg",38.6555999722222,34.842489,"2022:06:17 16:30:50","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_163102.jpg",38.6555859722222,34.842615,"2022:06:17 16:31:04","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_163408.jpg",38.65641,34.8440909722222,"2022:06:17 16:34:09","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_164342.jpg",38.6543679722222,34.845446,"2022:06:17 16:43:44","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_164351.jpg",38.6543709722222,34.8454369722222,"2022:06:17 16:43:53","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_164952.jpg",38.653677,34.844728,"2022:06:17 16:49:54","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_165407.jpg",38.652399,34.844897,"2022:06:17 16:54:09","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_165649.jpg",38.6522629722222,34.844777,"2022:06:17 16:56:50","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_170242.jpg",38.6521929722222,34.8447559722222,"2022:06:17 17:02:45","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_170341.jpg",38.652019,34.8447919722222,"2022:06:17 17:03:44","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_170346.jpg",38.6520149722222,34.8447859722222,"2022:06:17 17:03:48","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_170413.jpg",38.651885,34.844836,"2022:06:17 17:04:15","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_170450.jpg",38.6518149722222,34.8448419722222,"2022:06:17 17:04:51","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_170605.jpg",38.651515,34.844737,"2022:06:17 17:06:07","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_171012.jpg",38.6506809722222,34.844312,"2022:06:17 17:10:14","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_171115.jpg",38.6505579722222,34.844017,"2022:06:17 17:11:16","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_171301.jpg",38.6504649722222,34.843743,"2022:06:17 17:13:03","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_171815.jpg",38.6488159722222,34.844233,"2022:06:17 17:18:16","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_171847.jpg",38.648966,34.844354,"2022:06:17 17:18:49","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_173017.jpg",38.652188,34.844346,"2022:06:17 17:30:18","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_173430.jpg",38.6423789722222,34.827643,"2022:06:17 17:34:31","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_182949.jpg",38.668249,34.844734,"2022:06:17 18:29:50","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_183137.jpg",38.668154,34.844455,"2022:06:17 18:31:38","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_183459.jpg",38.6676649722222,34.843046,"2022:06:17 18:34:59","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_183609.jpg",38.667847,34.8430689722222,"2022:06:17 18:36:10","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_183703.jpg",38.667785,34.8428869722222,"2022:06:17 18:37:04","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_194752.jpg",38.6662299722222,34.8407869722222,"2022:06:17 19:42:24","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_195758.jpg",38.636746,34.814776,"2022:06:17 16:09:38","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_200043.jpg",38.655698,34.8446039722222,"2022:06:17 16:38:57","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_200129.jpg",38.652422,34.844194,"2022:06:17 17:37:33","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_200308.jpg",38.6557019722222,34.8427319722222,"2022:06:17 16:31:36","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_201654.jpg",38.6331789722222,34.802554,"2022:06:17 13:23:30","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_204527.jpg",38.642217,34.8298079722222,"2022:06:17 20:45:28","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220617_210521.jpg",38.6432059722222,34.829908,"2022:06:17 21:05:23","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220618_115655.jpg",38.639254,34.8450079722222,"2022:06:18 11:56:58","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220618_201128.jpg",38.645834,34.8327099722222,"2022:06:18 20:11:29","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_045551.jpg",38.679679,34.860962,"2022:06:19 04:55:52","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_045822.jpg",38.6789679722222,34.858632,"2022:06:19 04:58:23","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_045937.jpg",38.678463,34.8567469722222,"2022:06:19 04:59:38","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_045953.jpg",38.6783429722222,34.8564039722222,"2022:06:19 04:59:54","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_045958.jpg",38.6782839722222,34.856267,"2022:06:19 05:00:00","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_050009.jpg",38.678158,34.856014,"2022:06:19 05:00:11","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_050023.jpg",38.6779999722222,34.8557479722222,"2022:06:19 05:00:24","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_050038.jpg",38.6778189722222,34.855488,"2022:06:19 05:00:40","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_050206.jpg",38.676954,34.8538989722222,"2022:06:19 05:02:07","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_050309.jpg",38.676391,34.852873,"2022:06:19 05:03:10","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_050421.jpg",38.6759429722222,34.8517289722222,"2022:06:19 05:04:22","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_050439_1.jpg",38.675831,34.8515379722222,"2022:06:19 05:04:40","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_050629.jpg",38.6753069722222,34.8506489722222,"2022:06:19 05:06:30","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_050816.jpg",38.675072,34.850006,"2022:06:19 05:08:17","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_050848.jpg",38.675055,34.8498579722222,"2022:06:19 05:08:49","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_050856.jpg",38.6750469722222,34.849828,"2022:06:19 05:08:57","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_050946.jpg",38.6749719722222,34.8495089722222,"2022:06:19 05:09:47","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_051505.jpg",38.669437,34.841948,"2022:06:19 05:15:07","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_053040.jpg",38.660991,34.8311399722222,"2022:06:19 05:30:42","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_054403.jpg",38.660724,34.834702,"2022:06:19 05:44:04","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_060432.jpg",38.661918,34.839002,"2022:06:19 06:04:34","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_060755.jpg",38.6796399722222,34.8617459722222,"2022:06:19 04:47:42","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_060822.jpg",38.661855,34.8387949722222,"2022:06:19 06:08:24","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_060846.jpg",38.6618289722222,34.838793,"2022:06:19 06:08:47","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_061016.jpg",38.661847,34.838776,"2022:06:19 06:10:18","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_061259.jpg",38.6618169722222,34.8387919722222,"2022:06:19 06:13:00","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_061557.jpg",38.661802,34.83879,"2022:06:19 06:15:59","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_064304.jpg",38.6464479722222,34.831954,"2022:06:19 06:43:05","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_070552.jpg",38.6599009722222,34.8191559722222,"2022:06:19 07:05:53","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_071308.jpg",38.657662,34.8203839722222,"2022:06:19 07:13:10","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_072418.jpg",38.660989,34.8201079722222,"2022:06:19 07:24:19","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_072939.jpg",38.6610379722222,34.8210169722222,"2022:06:19 07:29:42","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_072948.jpg",38.6610439722222,34.8210109722222,"2022:06:19 07:29:49","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_074641.jpg",38.6372489722222,34.81103,"2022:06:19 07:46:43","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_081749.jpg",38.6266609722222,34.8089319722222,"2022:06:19 08:17:51","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_094820.jpg",38.6464649722222,34.831909,"2022:06:19 09:30:12","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_095218.jpg",38.6464659722222,34.8318739722222,"2022:06:19 09:29:28","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_095414.jpg",38.6201489722222,34.864466,"2022:06:18 15:30:23","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_100042.jpg",38.638693,34.845018,"2022:06:18 12:05:29","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_100854.jpg",38.6408139722222,34.846378,"2022:06:18 12:42:56","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_100908.jpg",NA,NA,"2022:06:18 13:32:20",NA
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220619_100933.jpg",38.6199439722222,34.864282,"2022:06:18 15:36:19","Turkey"
