"SourceFile","GPSLatitude","GPSLongitude","DateTimeOriginal","country"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211216_164640.jpg",45.692385,5.999716,"2021:12:11 12:47:29","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211216_164928.jpg",45.680126,5.997917,"2021:12:11 13:01:58","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211223_093900.jpg",NA,NA,"2021:12:23 09:39:01",NA
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211223_093909.jpg",NA,NA,"2021:12:23 09:39:11",NA
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211223_094015.jpg",47.361392,8.579795,"2021:12:23 09:40:16","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211223_094019.jpg",47.361406,8.579745,"2021:12:23 09:40:20","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211223_095734.jpg",47.3613969722222,8.579601,"2021:12:23 09:57:35","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211223_095741.jpg",47.3613969722222,8.57959297222222,"2021:12:23 09:57:41","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211223_095748.jpg",47.361392,8.57956897222222,"2021:12:23 09:57:49","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211223_095844.jpg",47.361389,8.57953297222222,"2021:12:23 09:58:45","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211223_095910.jpg",47.361389,8.57953297222222,"2021:12:23 09:59:12","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211223_095950.jpg",47.3613929722222,8.57956197222222,"2021:12:23 09:59:51","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211223_095956.jpg",47.3613929722222,8.57956,"2021:12:23 09:59:57","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211223_100359.jpg",NA,NA,"2021:12:23 10:04:01",NA
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211223_100408.jpg",NA,NA,"2021:12:23 10:04:09",NA
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211223_100425.jpg",47.3611859722222,8.580007,"2021:12:23 10:04:26","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211223_171248.jpg",47.3774719722222,8.53880097222222,"2021:12:23 16:44:34","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211223_171423.jpg",47.3777499722222,8.540919,"2021:12:23 16:38:47","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211223_171438.jpg",47.376803,8.546264,"2021:12:23 16:23:22","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211223_171445.jpg",47.3777779722222,8.54101097222222,"2021:12:23 16:39:57","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211223_171457.jpg",47.3777869722222,8.541012,"2021:12:23 16:41:43","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211223_171517.jpg",47.375883,8.54650997222222,"2021:12:23 15:46:55","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211231_152551.jpg",45.755661,5.837677,"2021:12:31 12:16:57","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211231_153330.jpg",45.753467,5.83638297222222,"2021:12:31 11:58:58","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211231_153640.jpg",45.753987,5.837613,"2021:12:31 12:05:00","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211231_153735.jpg",45.7538619722222,5.837742,"2021:12:31 12:04:40","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211231_154722.jpg",45.7556709722222,5.83775097222222,"2021:12:31 12:19:52","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211231_173958.jpg",45.69109,5.915847,"2021:12:31 17:09:04","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211231_174517.jpg",45.6915539722222,5.91612997222222,"2021:12:31 17:01:51","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211231_174749.jpg",45.690826,5.91596497222222,"2021:12:31 16:18:23","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211231_175744.jpg",45.7490969722222,5.83185397222222,"2021:12:31 12:59:31","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211231_181207.jpg",45.749102,5.831883,"2021:12:31 12:57:43","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211231_181238.jpg",45.748877,5.831995,"2021:12:31 13:00:42","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211231_182921.jpg",45.706535,5.85676997222222,"2021:12:31 13:17:41","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211231_183007.jpg",45.686484,5.85248397222222,"2021:12:31 13:27:12","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211231_183553.jpg",45.706484,5.85675397222222,"2021:12:31 13:17:24","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211231_211215.jpg",45.6865129722222,5.91376697222222,"2021:12:24 17:11:13","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20211231_211229.jpg",45.688659,5.913068,"2021:12:24 16:43:41","France"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220223_174528.jpg",47.3669689722222,8.54272397222222,"2022:02:23 15:55:50","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220223_175819.jpg",47.3548729722222,8.551856,"2022:02:23 16:34:29","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220223_175834.jpg",47.354888,8.55183,"2022:02:23 16:34:43","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220223_175922.jpg",47.3548529722222,8.55203097222222,"2022:02:23 16:25:44","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220223_175958.jpg",47.3548469722222,8.55211597222222,"2022:02:23 16:27:56","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220223_180027.jpg",47.354889,8.552182,"2022:02:23 16:28:13","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220223_180109.jpg",47.354866,8.552346,"2022:02:23 16:29:35","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220223_180145.jpg",47.355131,8.552056,"2022:02:23 16:30:16","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220223_180205.jpg",47.3549209722222,8.55193097222222,"2022:02:23 16:32:12","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220223_180240.jpg",47.354694,8.551954,"2022:02:23 16:25:10","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220223_180319.jpg",47.3650499722222,8.54523997222222,"2022:02:23 16:04:08","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220313_124021.jpg",47.3614129722222,8.579779,"2022:03:13 12:38:58","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220313_125214.jpg",47.36137,8.579719,"2022:03:11 16:39:52","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220313_130304.jpg",47.3615289722222,8.5797,"2022:03:11 15:50:11","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220313_130334.jpg",47.36137,8.57957597222222,"2022:03:11 15:56:15","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220313_130354.jpg",47.36135,8.579686,"2022:03:11 16:37:00","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220313_130532.jpg",47.3613489722222,8.579551,"2022:03:11 16:04:31","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220313_130607.jpg",47.3614299722222,8.57971,"2022:03:11 16:13:52","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220313_130654.jpg",47.361417,8.57970397222222,"2022:03:11 16:30:33","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220313_131345.jpg",47.3613799722222,8.57959697222222,"2022:03:13 13:11:31","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220313_131409.jpg",47.361373,8.579542,"2022:03:13 12:32:47","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220313_131523.jpg",47.3614439722222,8.579707,"2022:03:11 17:36:16","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220313_135258.jpg",47.361414,8.579466,"2022:03:13 13:49:45","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220313_135405.jpg",47.3614359722222,8.579852,"2022:03:11 18:28:14","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220313_135425.jpg",47.361493,8.579698,"2022:03:11 17:20:03","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220313_135456.jpg",47.3614639722222,8.57967997222222,"2022:03:11 17:42:13","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220313_135519.jpg",47.3614,8.57971097222222,"2022:03:11 16:49:06","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220326_232945.jpg",47.168323,9.463387,"2022:03:26 11:38:23","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220326_233012.jpg",47.168294,9.46338397222222,"2022:03:26 11:39:11","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220401_191518.jpg",47.363258,8.57847697222222,"2022:04:01 18:40:39","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220401_191607.jpg",47.363269,8.578794,"2022:04:01 18:42:16","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220401_192031.jpg",47.3625559722222,8.582573,"2022:04:01 18:50:21","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220401_192157.jpg",47.363286,8.57821997222222,"2022:04:01 18:39:41","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220401_192329.jpg",47.362602,8.583367,"2022:04:01 18:51:48","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220401_192402.jpg",47.362603,8.58395697222222,"2022:04:01 18:52:58","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220401_192439.jpg",47.362616,8.585309,"2022:04:01 18:54:28","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220402_133540.jpg",47.362053,8.579268,"2022:04:02 11:58:31","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220402_133600.jpg",47.3630139722222,8.58169797222222,"2022:04:02 12:11:45","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220402_133655.jpg",47.36337,8.58640697222222,"2022:04:02 12:29:37","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220402_133715.jpg",47.363281,8.586645,"2022:04:02 12:31:22","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220402_133745.jpg",47.363942,8.58693397222222,"2022:04:02 12:33:40","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220402_133832.jpg",47.364963,8.59052297222222,"2022:04:02 12:44:17","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220403_102440.jpg",47.361373,8.57969197222222,"2022:04:03 10:20:22","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220403_112200.jpg",47.361392,8.57950897222222,"2022:04:03 11:19:54","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220403_124449.jpg",47.36139,8.57969697222222,"2022:04:03 10:18:10","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220408_111518.jpg",47.3613539722222,8.579586,"2022:04:08 11:13:51","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220412_205032.jpg",NA,NA,"2022:04:12 20:50:33",NA
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220412_205240.jpg",46.8408769722222,8.66370597222222,"2022:04:12 18:29:43","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220415_185430.jpg",NA,NA,"2022:04:15 14:38:03",NA
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220415_185449.jpg",NA,NA,"2022:04:15 14:44:55",NA
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220415_185555.jpg",41.962949,12.796255,"2022:04:15 14:51:39","Italy"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220415_185618.jpg",41.9629559722222,12.7962489722222,"2022:04:15 14:54:06","Italy"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220415_185645.jpg",NA,NA,"2022:04:15 14:56:25",NA
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220415_185825.jpg",41.962341,12.7954679722222,"2022:04:15 15:00:17","Italy"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220415_190035.jpg",41.9625089722222,12.7953679722222,"2022:04:15 15:07:05","Italy"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220415_190119.jpg",41.963332,12.7970179722222,"2022:04:15 15:12:45","Italy"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220415_190451.jpg",41.9634519722222,12.7955089722222,"2022:04:15 15:29:11","Italy"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220415_190601.jpg",41.9627388888889,12.7962166666667,NA,"Italy"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220415_190620.jpg",41.9630319722222,12.7958409722222,"2022:04:15 15:44:15","Italy"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220415_190738.jpg",41.961353,12.7960379722222,"2022:04:15 14:26:50","Italy"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220415_190812.jpg",41.962394,12.7970299722222,"2022:04:15 14:32:21","Italy"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220415_190907.jpg",41.962611,12.7958459722222,"2022:04:15 14:46:35","Italy"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220415_190941.jpg",41.9622799722222,12.795512,"2022:04:15 14:59:38","Italy"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220415_191032.jpg",41.9624859722222,12.795253,"2022:04:15 15:05:38","Italy"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220415_191234.jpg",41.9629669722222,12.7958359722222,"2022:04:15 14:45:40","Italy"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220415_191313.jpg",41.964125,12.795875,"2022:04:15 15:24:09","Italy"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220415_193009.jpg",41.962349,12.7954799722222,"2022:04:15 15:00:28","Italy"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220416_123433.jpg",41.9024229722222,12.4575779722222,"2022:04:16 12:34:34","Italy"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220416_123519.jpg",41.9024739722222,12.4579769722222,"2022:04:16 12:35:21","Italy"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220416_212327.jpg",NA,NA,"2022:04:16 21:23:28",NA
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220416_214936.jpg",NA,NA,"2022:04:16 21:49:37",NA
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220417_164700.jpg",47.3650949722222,8.59033297222222,"2022:04:17 16:47:00","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220417_172657.jpg",47.364902,8.58910297222222,"2022:04:17 16:44:24","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220417_172717.jpg",47.36495,8.58908897222222,"2022:04:17 16:43:04","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220417_172802.jpg",47.3649059722222,8.58900597222222,"2022:04:17 16:42:18","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220418_105439.jpg",47.4989869722222,8.72936297222222,"2022:04:18 10:54:40","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220418_110036.jpg",47.498189,8.72785797222222,"2022:04:18 11:00:38","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220418_124321.jpg",47.423171,9.37595497222222,"2022:04:18 12:43:23","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220418_124331.jpg",47.4231589722222,9.375958,"2022:04:18 12:43:33","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220418_124442.jpg",47.4229679722222,9.375984,"2022:04:18 12:44:43","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220418_124637.jpg",47.423059,9.37615197222222,"2022:04:18 12:46:39","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220418_124739.jpg",47.423099,9.37612297222222,"2022:04:18 12:47:40","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220418_124929.jpg",47.423126,9.376644,"2022:04:18 12:49:31","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220418_124937.jpg",47.423245,9.376677,"2022:04:18 12:49:38","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220418_125402.jpg",47.423428,9.37645,"2022:04:18 12:54:04","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220418_140148.jpg",47.4227739722222,9.37673,"2022:04:18 14:01:49","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220418_140154.jpg",47.4227739722222,9.37673,"2022:04:18 14:01:55","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220418_144845.jpg",47.4230409722222,9.37781597222222,"2022:04:18 14:48:46","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220418_144938.jpg",47.4233249722222,9.37798,"2022:04:18 14:49:40","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220418_145007.jpg",47.423405,9.37828797222222,"2022:04:18 14:50:10","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220418_152518.jpg",47.423971,9.377098,"2022:04:18 15:25:21","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220428_164745.jpg",47.3716739722222,8.54448797222222,"2022:04:28 15:20:38","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220428_224008.jpg",47.3688909722222,8.54021,"2022:04:28 19:04:49","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220509_133422.jpg",47.0928389722222,9.279011,"2022:05:09 13:34:24","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220509_143649.jpg",47.091898,9.278816,"2022:05:09 13:28:45","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220509_165146.jpg",47.0890929722222,9.331293,"2022:05:09 14:52:10","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220509_165548.jpg",47.0925989722222,9.31884297222222,"2022:05:09 14:48:05","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220509_165626.jpg",47.093319,9.27824997222222,"2022:05:09 13:38:32","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220509_165737.jpg",47.093488,9.276161,"2022:05:09 14:13:19","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220509_165858.jpg",47.092722,9.278423,"2022:05:09 13:33:21","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220509_165916.jpg",47.092832,9.278914,"2022:05:09 13:34:05","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220509_165951.jpg",47.358009,8.59515,"2022:05:09 11:13:54","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220509_170023.jpg",47.3580029722222,8.59510097222222,"2022:05:09 11:14:01","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220509_170056.jpg",47.3580129722222,8.59506597222222,"2022:05:09 11:14:14","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220509_170244.jpg",47.0931739722222,9.27809597222222,"2022:05:09 13:36:47","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220510_145828.jpg",47.3227329722222,8.55211397222222,"2022:05:10 14:58:29","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220510_151739.jpg",47.2976209722222,8.580543,"2022:05:10 15:17:40","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220510_151745.jpg",47.2977119722222,8.58091197222222,"2022:05:10 15:17:46","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220528_191109.jpg",NA,NA,"2022:05:28 12:02:22",NA
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220528_191121.jpg",47.379227,8.54039297222222,"2022:05:28 12:03:00","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220528_191247.jpg",47.3795339722222,8.54083497222222,"2022:05:28 12:28:37","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220528_191332.jpg",47.379404,8.541073,"2022:05:28 12:42:37","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220528_191430.jpg",47.3794729722222,8.539747,"2022:05:28 14:38:56","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220528_191511.jpg",47.3794729722222,8.539747,"2022:05:28 14:38:59","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220528_191551.jpg",47.3794919722222,8.53976897222222,"2022:05:28 14:39:22","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220528_191624.jpg",47.379455,8.539806,"2022:05:28 14:39:43","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220528_191658.jpg",47.379584,8.53981897222222,"2022:05:28 14:43:18","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220528_192132.jpg",47.379533,8.53981197222222,"2022:05:28 14:45:17","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220528_192153.jpg",47.3795429722222,8.539599,"2022:05:28 14:47:03","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220528_192217.jpg",47.3794919722222,8.53946597222222,"2022:05:28 14:51:36","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220528_192252.jpg",47.379494,8.53946997222222,"2022:05:28 14:53:00","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220528_192307.jpg",47.3794979722222,8.53946997222222,"2022:05:28 14:55:47","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220528_192356.jpg",47.3791539722222,8.53932497222222,"2022:05:28 15:19:33","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220528_192605.jpg",47.3796239722222,8.539816,"2022:05:28 14:44:00","Switzerland"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220608_193618.jpg",41.0170329722222,28.965868,"2022:06:08 19:28:57","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220608_193924.jpg",41.007379,28.978403,"2022:06:08 10:17:48","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220608_204428.jpg",41.014726,28.976171,"2022:06:08 20:44:29","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220609_211521.jpg",41.0162479722222,28.972663,"2022:06:08 20:19:47","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220610_123441.jpg",41.0396319722222,29.0025459722222,"2022:06:10 12:34:42","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220610_124442.jpg",41.039811,29.002545,"2022:06:10 12:44:43","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220610_124456.jpg",41.03981,29.002541,"2022:06:10 12:44:57","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220610_124842.jpg",41.0396229722222,29.0024879722222,"2022:06:10 12:48:42","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220610_124847.jpg",41.0396369722222,29.0025009722222,"2022:06:10 12:48:48","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220610_163415.jpg",40.429276,29.723773,"2022:06:10 16:34:16","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220610_194231.jpg",41.007559,28.9795909722222,"2022:06:08 11:37:42","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220610_194257.jpg",41.008028,28.9798989722222,"2022:06:08 11:44:38","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220611_100403.jpg",38.283704,26.374679,"2022:06:11 10:04:04","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220611_100409.jpg",38.2837189722222,26.37471,"2022:06:11 10:04:10","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220611_100418.jpg",38.283732,26.374701,"2022:06:11 10:04:19","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220611_100436.jpg",38.28372,26.3746809722222,"2022:06:11 10:04:37","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220611_101912.jpg",38.283746,26.374696,"2022:06:11 10:19:14","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220611_101923.jpg",38.28374,26.3746909722222,"2022:06:11 10:19:24","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220611_101929.jpg",38.2837189722222,26.3746809722222,"2022:06:11 10:19:30","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220611_110039.jpg",38.283757,26.3747229722222,"2022:06:11 11:00:40","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220611_110135.jpg",38.2839079722222,26.374299,"2022:06:11 11:01:37","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220611_110454.jpg",38.2847509722222,26.373746,"2022:06:11 11:04:55","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220611_110609.jpg",38.284818,26.3732399722222,"2022:06:11 11:06:10","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220611_110751.jpg",38.285231,26.3725589722222,"2022:06:11 11:07:52","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220611_110818.jpg",38.285496,26.3723889722222,"2022:06:11 11:08:20","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220611_111003.jpg",38.285716,26.3720309722222,"2022:06:11 11:10:05","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220611_112050.jpg",38.28564,26.372032,"2022:06:11 11:20:52","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220611_112129.jpg",38.2855259722222,26.372498,"2022:06:11 11:21:29","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220611_112320.jpg",38.2848529722222,26.373117,"2022:06:11 11:23:21","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220611_112408.jpg",38.2848329722222,26.373238,"2022:06:11 11:24:09","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220611_112416.jpg",38.2848329722222,26.373231,"2022:06:11 11:24:19","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220611_112430.jpg",38.2848139722222,26.373221,"2022:06:11 11:24:32","Turkey"
"D:/Backup photos Lily 2023_04_29/Camera/IMG_20220611_112545.jpg",38.2847709722222,26.373671,"2022:06:11 11:25:46","Turkey"
